content_id,content_type,name,chapter,owner,work_item,dependencies,first_available_after,description,design_status,runtime_status,art_status,audio_status,test_status,evidence,asset_key,localization_key,release_gate
S1-V07,evolution,交织弩阵,4,WeaponSystem / SkillDraftSystem,L14;L15,S1-A10;S1-P10,S1-M03-08,两座弩台形成交叉火线,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v07,content.s1-v07,R01
S1-V08,evolution,蜂群换巢,4,WeaponSystem / SkillDraftSystem,L14;L15,S1-A11;S1-P11,S1-M03-08,蜂群消灭目标后转移强化,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v08,content.s1-v08,R01
S1-V09,evolution,九转鸣霆,5,WeaponSystem / SkillDraftSystem,L14;L15,S1-A13;S1-P13,S1-M04-08,雷链回流到初始目标,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v09,content.s1-v09,R01
S1-V10,evolution,连霆落印,5,WeaponSystem / SkillDraftSystem,L14;L15,S1-A14;S1-P14,S1-M04-08,标记按先后顺序引爆,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v10,content.s1-v10,R01
S1-V11,evolution,森罗织界,6,WeaponSystem / SkillDraftSystem,L14;L15,S1-A16;S1-P16,S1-M05-08,根区随控制目标连接,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v11,content.s1-v11,R01
S1-V12,evolution,流孢星爆,6,WeaponSystem / SkillDraftSystem,L14;L15,S1-A17;S1-P17,S1-M05-08,孢子击破传播延迟爆发,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v12,content.s1-v12,R01
S1-V13,evolution,霜羽贯空,7,WeaponSystem / SkillDraftSystem,L14;L15,S1-A19;S1-P19,S1-M06-08,蓄力冰箭分裂成贯穿侧翼,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v13,content.s1-v13,R01
S1-V14,evolution,万镜寒轮,7,WeaponSystem / SkillDraftSystem,L14;L15,S1-A20;S1-P20,S1-M06-08,定向碎片形成反击环,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v14,content.s1-v14,R01
S1-V15,evolution,百墨回书,8,WeaponSystem / SkillDraftSystem,L14;L15,S1-A22;S1-P22,S1-M07-08,轮替印记形成回击链,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v15,content.s1-v15,R01
S1-V16,evolution,蚀相回盘,8,WeaponSystem / SkillDraftSystem,L14;L15,S1-A23;S1-P23,S1-M07-08,消耗印记生成移动蚀区,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-v16,content.s1-v16,R01
S1-RISK01,risk_event,残药篓,1,RiskChoiceSystem,L17,,S1-M01-03,直接取普通补给；或保留原位引来追猎群后取额外材料,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk01,R01
S1-RISK02,risk_event,风井回声,1,RiskChoiceSystem,L17,,S1-M01-03,关闭回声取得安全路线；或维持噪声挑战围攻,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk02,R01
S1-RISK03,risk_event,断桥急援,1,RiskChoiceSystem,L17,,S1-M01-03,走现有路线；或绕到伤者位置救援取得备战材料,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk03,R01
S1-RISK04,risk_event,封炉余火,2,RiskChoiceSystem,L17,,S1-M01-08,熄灭余火恢复；或借火强化并承受周期热区,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk04,R01
S1-RISK05,risk_event,矿脉裂隙,2,RiskChoiceSystem,L17,,S1-M01-08,封闭裂口；或开采后迎接破壳群,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk05,R01
S1-RISK06,risk_event,失联炉工,2,RiskChoiceSystem,L17,,S1-M01-08,交付冷却物资；或护送炉工穿过高压区域,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk06,R01
S1-RISK07,risk_event,漂流箱,3,RiskChoiceSystem,L17,,S1-M02-08,取岸边补给；或冒险到涨潮区回收大箱,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk07,R01
S1-RISK08,risk_event,旧港求救,3,RiskChoiceSystem,L17,,S1-M02-08,稳住港口；或追击劫掠者带回物资,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk08,R01
S1-RISK09,risk_event,潮碑刻痕,3,RiskChoiceSystem,L17,,S1-M02-08,抄取已露文字；或延长停留应对潮群,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk09,R01
S1-RISK10,risk_event,镜核残片,4,RiskChoiceSystem,L17,,S1-M03-08,销毁不稳定残片；或携带残片换取奖励并吸引弹幕机,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk10,R01
S1-RISK11,risk_event,停摆弩机,4,RiskChoiceSystem,L17,,S1-M03-08,拆成材料；或修复它同时唤醒守卫,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk11,R01
S1-RISK12,risk_event,遗失通行印,4,RiskChoiceSystem,L17,,S1-M03-08,走已知通道；或开启侧门挑战精英,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk12,R01
S1-RISK13,risk_event,雪灯燃芯,5,RiskChoiceSystem,L17,,S1-M04-08,当场取暖恢复；或携芯前行但暂减安全灯区,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk13,R01
S1-RISK14,risk_event,冰下残匣,5,RiskChoiceSystem,L17,,S1-M04-08,封存危险冰面；或打破冰层迎击潜藏敌,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk14,R01
S1-RISK15,risk_event,迷途旅人,5,RiskChoiceSystem,L17,,S1-M04-08,标记回路；或护送旅人通过暴风窗口,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk15,R01
S1-RISK16,risk_event,稀有孢种,6,RiskChoiceSystem,L17,,S1-M05-08,焚毁净化；或封装孢种并承受追踪孢群,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk16,R01
S1-RISK17,risk_event,残碑记忆,6,RiskChoiceSystem,L17,,S1-M05-08,读取安全片段；或解除封印挑战守碑者,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk17,R01
S1-RISK18,risk_event,净水余量,6,RiskChoiceSystem,L17,,S1-M05-08,当场恢复；或留作清理一片危险菌区取得材料,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk18,R01
S1-RISK19,risk_event,摇晃吊仓,7,RiskChoiceSystem,L17,,S1-M06-08,固定吊仓清路；或拆锁取得物资并迎击空袭,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk19,R01
S1-RISK20,risk_event,松脱锚索,7,RiskChoiceSystem,L17,,S1-M06-08,切断索链；或暂留锚索引精英上桥,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk20,R01
S1-RISK21,risk_event,守桥残阵,7,RiskChoiceSystem,L17,,S1-M06-08,关闭残阵；或修复防线同时承受多路攻击,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk21,R01
S1-RISK22,risk_event,空庭封藏,8,RiskChoiceSystem,L17,,S1-M07-08,留下封藏平稳通过；或开启残箱迎击封印卫,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk22,R01
S1-RISK23,risk_event,回流灵脉,8,RiskChoiceSystem,L17,,S1-M07-08,直接切断回流；或短时引流换取资源并承受组合危险,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk23,R01
S1-RISK24,risk_event,旧日投影,8,RiskChoiceSystem,L17,,S1-M07-08,记录投影；或触发战斗重演取得材料,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-risk24,R01
S1-PREP01,prep_effect,凝息散,1,Herb Preparation (legacy Zhangtian),L22,,S1-M01-03,短期开局恢复缓冲,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep01,content.s1-prep01,R01
S1-PREP02,prep_effect,引灵露,1,Herb Preparation (legacy Zhangtian),L22,,S1-M01-03,开局拾取范围提升,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep02,content.s1-prep02,R01
S1-PREP03,prep_effect,护脉丸,2,Herb Preparation (legacy Zhangtian),L22,,S1-M01-08,首次重大受击提供有限保护,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep03,content.s1-prep03,R01
S1-PREP04,prep_effect,燃芯饮,2,Herb Preparation (legacy Zhangtian),L22,,S1-M01-08,初期灼烧构筑辅助,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep04,content.s1-prep04,R01
S1-PREP05,prep_effect,澄潮露,3,Herb Preparation (legacy Zhangtian),L22,,S1-M02-08,短期改善减速应对,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep05,content.s1-prep05,R01
S1-PREP06,prep_effect,稳机散,4,Herb Preparation (legacy Zhangtian),L22,,S1-M03-08,召唤初始部署辅助,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep06,content.s1-prep06,R01
S1-PREP07,prep_effect,续光丹,4,Herb Preparation (legacy Zhangtian),L22,,S1-M03-08,首个控制效果后的短期恢复,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep07,content.s1-prep07,R01
S1-PREP08,prep_effect,暖骨饮,5,Herb Preparation (legacy Zhangtian),L22,,S1-M04-08,抵御首轮环境伤害,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep08,content.s1-prep08,R01
S1-PREP09,prep_effect,净孢丸,6,Herb Preparation (legacy Zhangtian),L22,,S1-M05-08,降低首段持续区域伤害,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep09,content.s1-prep09,R01
S1-PREP10,prep_effect,生根露,6,Herb Preparation (legacy Zhangtian),L22,,S1-M05-08,开局控制收益辅助,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep10,content.s1-prep10,R01
S1-PREP11,prep_effect,御风散,7,Herb Preparation (legacy Zhangtian),L22,,S1-M06-08,开局移动加速但有明确上限,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep11,content.s1-prep11,R01
S1-PREP12,prep_effect,定印丹,8,Herb Preparation (legacy Zhangtian),L22,,S1-M07-08,初次构筑刷新机会辅助,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-prep12,content.s1-prep12,R01
S1-CHAL01,challenge,岚壑·余压回潮,1,Challenge Rules,ST-S04,S1-R01,S1-M01-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal01,R01
S1-CHAL02,challenge,岚壑·简装试炼,1,Challenge Rules,ST-S04,S1-R01,S1-M01-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal02,R01
S1-CHAL03,challenge,岚壑·险路连行,1,Challenge Rules,ST-S04,S1-R01,S1-M01-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal03,R01
S1-CHAL04,challenge,赤窑·余压回潮,2,Challenge Rules,ST-S04,S1-R02,S1-M02-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal04,R01
S1-CHAL05,challenge,赤窑·简装试炼,2,Challenge Rules,ST-S04,S1-R02,S1-M02-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal05,R01
S1-CHAL06,challenge,赤窑·险路连行,2,Challenge Rules,ST-S04,S1-R02,S1-M02-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal06,R01
S1-CHAL07,challenge,沉潮·余压回潮,3,Challenge Rules,ST-S04,S1-R03,S1-M03-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal07,R01
S1-CHAL08,challenge,沉潮·简装试炼,3,Challenge Rules,ST-S04,S1-R03,S1-M03-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal08,R01
S1-CHAL09,challenge,沉潮·险路连行,3,Challenge Rules,ST-S04,S1-R03,S1-M03-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal09,R01
S1-CHAL10,challenge,铜陵·余压回潮,4,Challenge Rules,ST-S04,S1-R04,S1-M04-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal10,R01
S1-CHAL11,challenge,铜陵·简装试炼,4,Challenge Rules,ST-S04,S1-R04,S1-M04-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal11,R01
S1-CHAL12,challenge,铜陵·险路连行,4,Challenge Rules,ST-S04,S1-R04,S1-M04-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal12,R01
S1-CHAL13,challenge,雪脊·余压回潮,5,Challenge Rules,ST-S04,S1-R05,S1-M05-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal13,R01
S1-CHAL14,challenge,雪脊·简装试炼,5,Challenge Rules,ST-S04,S1-R05,S1-M05-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal14,R01
S1-CHAL15,challenge,雪脊·险路连行,5,Challenge Rules,ST-S04,S1-R05,S1-M05-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal15,R01
S1-CHAL16,challenge,墨泽·余压回潮,6,Challenge Rules,ST-S04,S1-R06,S1-M06-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal16,R01
S1-CHAL17,challenge,墨泽·简装试炼,6,Challenge Rules,ST-S04,S1-R06,S1-M06-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal17,R01
S1-CHAL18,challenge,墨泽·险路连行,6,Challenge Rules,ST-S04,S1-R06,S1-M06-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal18,R01
S1-CHAL19,challenge,悬台·余压回潮,7,Challenge Rules,ST-S04,S1-R07,S1-M07-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal19,R01
S1-CHAL20,challenge,悬台·简装试炼,7,Challenge Rules,ST-S04,S1-R07,S1-M07-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal20,R01
S1-CHAL21,challenge,悬台·险路连行,7,Challenge Rules,ST-S04,S1-R07,S1-M07-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal21,R01
S1-CHAL22,challenge,寂庭·余压回潮,8,Challenge Rules,ST-S04,S1-R08,S1-M08-08,同区域混合敌群加强；验证空间压力应对,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal22,R01
S1-CHAL23,challenge,寂庭·简装试炼,8,Challenge Rules,ST-S04,S1-R08,S1-M08-08,限制开局备战与部分构筑选项；条件进场前公开,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal23,R01
S1-CHAL24,challenge,寂庭·险路连行,8,Challenge Rules,ST-S04,S1-R08,S1-M08-08,同时出现两种该章危险机制；保持预警与可避路径,PLANNED,NOT_IMPLEMENTED,USES_REFERENCES,USES_REFERENCES,NOT_RUN,,,content.s1-chal24,R01
S1-ACH01,achievement,岚壑平息,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M01-08,START,首次持久化第1章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach01,content.s1-ach01,R10
S1-ACH02,achievement,赤窑平息,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M02-08,START,首次持久化第2章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach02,content.s1-ach02,R10
S1-ACH03,achievement,沉潮平息,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M03-08,START,首次持久化第3章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach03,content.s1-ach03,R10
S1-ACH04,achievement,铜陵平息,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M04-08,START,首次持久化第4章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach04,content.s1-ach04,R10
S1-ACH05,achievement,雪脊平息,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M05-08,START,首次持久化第5章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach05,content.s1-ach05,R10
S1-ACH06,achievement,墨泽平息,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M06-08,START,首次持久化第6章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach06,content.s1-ach06,R10
S1-ACH07,achievement,悬台平息,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M07-08,START,首次持久化第7章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach07,content.s1-ach07,R10
S1-ACH08,achievement,寂庭平息,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-M08-08,START,首次持久化第8章完成,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach08,content.s1-ach08,R10
S1-ACH09,achievement,游剑客初捷,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C01,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach09,content.s1-ach09,R10
S1-ACH10,achievement,烬术师初捷,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C02,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach10,content.s1-ach10,R10
S1-ACH11,achievement,环刃卫初捷,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C03,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach11,content.s1-ach11,R10
S1-ACH12,achievement,机巧师初捷,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C04,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach12,content.s1-ach12,R10
S1-ACH13,achievement,鸣雷使初捷,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C05,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach13,content.s1-ach13,R10
S1-ACH14,achievement,缚根者初捷,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C06,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach14,content.s1-ach14,R10
S1-ACH15,achievement,寒弓客初捷,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C07,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach15,content.s1-ach15,R10
S1-ACH16,achievement,墨印师初捷,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-C08,START,使用该角色首次完成任意主线任务,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach16,content.s1-ach16,R10
S1-ACH17,achievement,流光回阵成型,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V01,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach17,content.s1-ach17,R10
S1-ACH18,achievement,星环追刃成型,1,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V02,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach18,content.s1-ach18,R10
S1-ACH19,achievement,薪火接界成型,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V03,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach19,content.s1-ach19,R10
S1-ACH20,achievement,千焰折扇成型,2,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V04,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach20,content.s1-ach20,R10
S1-ACH21,achievement,回刃护城成型,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V05,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach21,content.s1-ach21,R10
S1-ACH22,achievement,沧音连环成型,3,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V06,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach22,content.s1-ach22,R10
S1-ACH23,achievement,交织弩阵成型,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V07,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach23,content.s1-ach23,R10
S1-ACH24,achievement,蜂群换巢成型,4,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V08,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach24,content.s1-ach24,R10
S1-ACH25,achievement,九转鸣霆成型,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V09,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach25,content.s1-ach25,R10
S1-ACH26,achievement,连霆落印成型,5,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V10,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach26,content.s1-ach26,R10
S1-ACH27,achievement,森罗织界成型,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V11,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach27,content.s1-ach27,R10
S1-ACH28,achievement,流孢星爆成型,6,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V12,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach28,content.s1-ach28,R10
S1-ACH29,achievement,霜羽贯空成型,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V13,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach29,content.s1-ach29,R10
S1-ACH30,achievement,万镜寒轮成型,7,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V14,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach30,content.s1-ach30,R10
S1-ACH31,achievement,百墨回书成型,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V15,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach31,content.s1-ach31,R10
S1-ACH32,achievement,蚀相回盘成型,8,Codex & Achievements / Steam,ST-S05;ST-S08,S1-V16,START,首次完成该进化并持久化记录,PLANNED,NOT_IMPLEMENTED,NOT_STARTED,NOT_STARTED,NOT_RUN,,asset.s1-ach32,content.s1-ach32,R10
